collection_date,RSV_sunnyvale,RSV_oceanside,RSV_palo_alto,RSV_san_jose,RSV_silicon_valley,RSV_southeast_san_francisco,Test_sunny,Test_Oceanside,Test_Palo,Test_san,Test_silcon,Test_south,Positive_sunny,Positive_Oceanside,Positive_Palo,Positive_san,Positive_silcon,Positive_south,,,RSV_sunnyvale,RSV_oceanside,RSV_palo_alto,RSV_san_jose,RSV_silicon_valley,RSV_southeast_san_francisco
2023/4/24,500,500,500,8062.199,500,500,1,1,1,1,1,1,0,0,0,1,0,0,,,500,500,500,8062.199,500,500
2023/4/25,500,500,500,1541.738,500,2619.308,1,1,1,1,1,1,0,0,0,1,0,1,,,500,500,500,1541.738,500,2619.308
2023/4/26,827.7788,500,1970.191,500,1548.17,700.1884,1,1,1,1,1,1,1,0,1,0,1,1,,,827.7788,500,1970.191,500,1548.17,700.1884
2023/4/27,1414.258,1722.844,500,1550.572,500,1948.494,1,1,1,1,1,1,1,1,0,1,0,1,,,1414.258,1722.844,500,1550.572,500,1948.494
2023/4/28,1644.619,500,1833.617,500,500,500,1,1,1,1,1,1,1,0,1,0,0,0,,,1644.619,500,1833.617,500,500,500
2023/4/29,500,1012.449,500,500,3485.325,1492.37,1,1,1,1,1,1,0,1,0,0,1,1,,,500,1012.449,500,500,3485.325,1492.37
2023/4/30,500,500,500,500,500,1391.144,1,1,1,1,1,1,0,0,0,0,0,1,,,500,500,500,500,500,1391.144
2023/5/1,500,500,500,2144.24,500,500,1,1,1,1,1,1,0,0,0,1,0,0,,,500,500,500,2144.24,500,500
2023/5/2,500,2639.477,4094.822,500,500,500,1,1,1,1,1,1,0,1,1,0,0,0,,,500,2639.477,4094.822,500,500,500
2023/5/3,1016.993,939.2402,500,5174.695,1014.934,500,1,1,1,1,1,1,1,1,0,1,1,0,,,1016.993,939.2402,500,5174.695,1014.934,500
2023/5/4,500,500,500,6581.803,3182.494,4767.704,1,1,1,1,1,1,0,0,0,1,1,1,,,500,500,500,6581.803,3182.494,4767.704
2023/5/5,3909.191,1895.631,1005.124,3147.02,500,500,1,1,1,1,1,1,1,1,1,1,0,0,,,3909.191,1895.631,1005.124,3147.02,500,500
2023/5/6,2372.67,3480.315,500,500,1123.296,500,1,1,1,1,1,1,1,1,0,0,1,0,,,2372.67,3480.315,500,500,1123.296,500
2023/5/7,1458.9,1232.995,500,2891.026,500,500,1,1,1,1,1,1,1,1,0,1,0,0,,,1458.9,1232.995,500,2891.026,500,500
2023/5/8,1234.335,976.0728,500,2368.577,500,1244.864,1,1,1,1,1,1,1,1,0,1,0,1,,,1234.335,976.0728,500,2368.577,500,1244.864
2023/5/9,14344.53,3337.425,500,1598.745,500,500,1,1,1,1,1,1,1,1,0,1,0,0,,,14344.53,3337.425,500,1598.745,500,500
2023/5/10,500,1332.804,500,3627.659,500,500,1,1,1,1,1,1,0,1,0,1,0,0,,,500,1332.804,500,3627.659,500,500
2023/5/11,3234.27,2207.41,1582.247,1946.977,500,1899.232,1,1,1,1,1,1,1,1,1,1,0,1,,,3234.27,2207.41,1582.247,1946.977,500,1899.232
2023/5/12,500,2967.116,500,1255.663,500,500,1,1,1,1,1,1,0,1,0,1,0,0,,,500,2967.116,500,1255.663,500,500
2023/5/13,2164.193,2069.24,500,1150.644,500,500,1,1,1,1,1,1,1,1,0,1,0,0,,,2164.193,2069.24,500,1150.644,500,500
2023/5/14,1437.676,1039.571,500,2498.015,1375.374,500,1,1,1,1,1,1,1,1,0,1,1,0,,,1437.676,1039.571,500,2498.015,1375.374,500
2023/5/15,500,1938.611,500,500,500,3886.477,1,1,1,1,1,1,0,1,0,0,0,1,,,500,1938.611,500,500,500,3886.477
2023/5/16,1961.856,1067.846,500,1297.125,500,500,1,1,1,1,1,1,1,1,0,1,0,0,,,1961.856,1067.846,500,1297.125,500,500
2023/5/17,500,500,3451.019,2326.792,500,4020.758,1,1,1,1,1,1,0,0,1,1,0,1,,,500,500,3451.019,2326.792,500,4020.758
2023/5/18,2481.409,2180.681,4526.894,3993.23,1547.895,1613.209,1,1,1,1,1,1,1,1,1,1,1,1,,,2481.409,2180.681,4526.894,3993.23,1547.895,1613.209
2023/5/19,3079.137,1164.604,500,500,3576.458,500,1,1,1,1,1,1,1,1,0,0,1,0,,,3079.137,1164.604,500,500,3576.458,500
2023/5/20,4945.037,500,1976.344,1396.49,500,500,1,1,1,1,1,1,1,0,1,1,0,0,,,4945.037,500,1976.344,1396.49,500,500
2023/5/21,1348.232,500,1860.674,2362.451,1810.908,1165.535,1,1,1,1,1,1,1,0,1,1,1,1,,,1348.232,500,1860.674,2362.451,1810.908,1165.535
2023/5/22,8293.496,2043.09,500,2830.413,822.2599,1014.774,1,1,1,1,1,1,1,1,0,1,1,1,,,8293.496,2043.09,500,2830.413,822.2599,1014.774
2023/5/23,2149.638,1716.576,1238.21,500,2079.075,500,1,1,1,1,1,1,1,1,1,0,1,0,,,2149.638,1716.576,1238.21,500,2079.075,500
2023/5/24,1240.529,500,500,1456.508,1590.935,1583.89,1,1,1,1,1,1,1,0,0,1,1,1,,,1240.529,500,500,1456.508,1590.935,1583.89
2023/5/25,500,500,18371.21,7174.714,500,500,1,1,1,1,1,1,0,0,1,1,0,0,,,500,500,18371.21,7174.714,500,500
2023/5/26,957.534,2806.677,3237.365,500,1136.803,500,1,1,1,1,1,1,1,1,1,0,1,0,,,957.534,2806.677,3237.365,500,1136.803,500
2023/5/27,500,2579.564,500,500,500,500,1,1,1,1,1,1,0,1,0,0,0,0,,,500,2579.564,500,500,500,500
2023/5/28,500,3753.917,500,2356.214,500,1100.486,1,1,1,1,1,1,0,1,0,1,0,1,,,500,3753.917,500,2356.214,500,1100.486
2023/5/29,500,500,500,500,500,1484.738,1,1,1,1,1,1,0,0,0,0,0,1,,,500,500,500,500,500,1484.738
2023/5/30,1203.624,500,500,2446.739,500,1075.034,1,1,1,1,1,1,1,0,0,1,0,1,,,1203.624,500,500,2446.739,500,1075.034
2023/5/31,500,4008.093,500,2181.047,500,2210.282,1,1,1,1,1,1,0,1,0,1,0,1,,,500,4008.093,500,2181.047,500,2210.282
,500,7661.64,3984.617,500,500,1305.155,,,,,,,,,,,,,,,500,7661.64,3984.617,500,500,1305.155
,2822.104,3197.15,500,1435.657,500,7865.23,,,,,,,,,,,,,,,2822.104,3197.15,500,1435.657,500,7865.23
,500,500,500,1574.447,916.3985,2405.468,,,,,,,,,,,,,,,500,500,500,1574.447,916.3985,2405.468
,500,500,500,500,500,1929.768,,,,,,,,,,,,,,,500,500,500,500,500,1929.768
,500,500,500,500,500,1651.126,,,,,,,,,,,,,,,500,500,500,500,500,1651.126
,2287.919,500,500,500,500,6239.834,,,,,,,,,,,,,,,2287.919,500,500,500,500,6239.834
,1083.232,500,1890.334,2876.508,1428.301,500,,,,,,,,,,,,,,,1083.232,500,1890.334,2876.508,1428.301,500
,3277.989,500,1757.267,1409.314,11744.64,3155.844,,,,,,,,,,,,,,,3277.989,500,1757.267,1409.314,11744.64,3155.844
,3006.132,500,500,500,3491.275,1292.078,,,,,,,,,,,,,,,3006.132,500,500,500,3491.275,1292.078
,5378.075,500,500,1672.571,500,500,,,,,,,,,,,,,,,5378.075,500,500,1672.571,500,500
,2879.823,500,500,984.9872,500,2011.05,,,,,,,,,,,,,,,2879.823,500,500,984.9872,500,2011.05
,3050.043,500,500,500,2283.339,500,,,,,,,,,,,,,,,3050.043,500,500,500,2283.339,500
,500,1812.067,500,500,500,500,,,,,,,,,,,,,,,500,1812.067,500,500,500,500
,500,,500,2719.32,500,855.9898,,,,,,,,,,,,,,,500,,500,2719.32,500,855.9898
,2577.672,1192.091,2753.012,500,500,1313.221,,,,,,,,,,,,,,,2577.672,1192.091,2753.012,500,500,1313.221
,500,1850.82,500,500,500,500,,,,,,,,,,,,,,,500,1850.82,500,500,500,500
,500,6092.441,500,500,500,500,,,,,,,,,,,,,,,500,6092.441,500,500,500,500
,500,500,500,500,3724.664,1324.031,,,,,,,,,,,,,,,500,500,500,500,3724.664,1324.031
,500,500,500,500,500,1726.836,,,,,,,,,,,,,,,500,500,500,500,500,1726.836
,500,835.4943,500,1449.536,500,500,,,,,,,,,,,,,,,500,835.4943,500,1449.536,500,500
,500,500,500,4305.961,500,1633.665,,,,,,,,,,,,,,,500,500,500,4305.961,500,1633.665
,500,500,1943.468,500,500,1889.46,,,,,,,,,,,,,,,500,500,1943.468,500,500,1889.46
,1380.33,500,500,500,500,2016.153,,,,,,,,,,,,,,,1380.33,500,500,500,500,2016.153
,500,500,500,1620.754,500,500,,,,,,,,,,,,,,,500,500,500,1620.754,500,500
,500,500,500,500,500,1074.844,,,,,,,,,,,,,,,500,500,500,500,500,1074.844
,500,3822.265,500,1928.59,500,2251.163,,,,,,,,,,,,,,,500,3822.265,500,1928.59,500,2251.163
,500,1404.379,500,2843.139,2076.447,500,,,,,,,,,,,,,,,500,1404.379,500,2843.139,2076.447,500
,1195.339,1550.042,500,1579.857,500,993.9247,,,,,,,,,,,,,,,1195.339,1550.042,500,1579.857,500,993.9247
,1280.883,500,8781.84,1867.532,1212.282,1459.507,,,,,,,,,,,,,,,1280.883,500,8781.84,1867.532,1212.282,1459.507
,500,500,500,2151.56,1732.919,1878.751,,,,,,,,,,,,,,,500,500,500,2151.56,1732.919,1878.751
,1498.594,500,500,500,500,1196.588,,,,,,,,,,,,,,,1498.594,500,500,500,500,1196.588
,1545.11,2981.987,500,500,1161.777,500,,,,,,,,,,,,,,,1545.11,2981.987,500,500,1161.777,500
,500,1584.877,2125.247,500,500,905.8291,,,,,,,,,,,,,,,500,1584.877,2125.247,500,500,905.8291
,845.5689,6651.37,3395.166,3265.665,500,1316.908,,,,,,,,,,,,,,,845.5689,6651.37,3395.166,3265.665,500,1316.908
,2026.908,3734.683,500,1223.061,3297.973,3823.408,,,,,,,,,,,,,,,2026.908,3734.683,500,1223.061,3297.973,3823.408
,739.4837,5824.495,500,1279.228,500,1800.918,,,,,,,,,,,,,,,739.4837,5824.495,500,1279.228,500,1800.918
,1076.697,500,2864.112,3052.225,500,4772.125,,,,,,,,,,,,,,,1076.697,500,2864.112,3052.225,500,4772.125
,500,500,500,1100.823,7760.873,1206.433,,,,,,,,,,,,,,,500,500,500,1100.823,7760.873,1206.433
,500,500,500,2112.475,2689.837,500,,,,,,,,,,,,,,,500,500,500,2112.475,2689.837,500
,500,5450.586,1488.913,1046.01,3258.804,2301.053,,,,,,,,,,,,,,,500,5450.586,1488.913,1046.01,3258.804,2301.053
,5861.646,500,500,865.41,1659.524,2860.744,,,,,,,,,,,,,,,5861.646,500,500,865.41,1659.524,2860.744
,1320.667,,1331.729,2176.507,500,835.699,,,,,,,,,,,,,,,1320.667,,1331.729,2176.507,500,835.699
,1609.605,2937.623,500,500,500,1462.995,,,,,,,,,,,,,,,1609.605,2937.623,500,500,500,1462.995
,2152.321,500,21403.11,2044.441,2637.455,1249.648,,,,,,,,,,,,,,,2152.321,500,21403.11,2044.441,2637.455,1249.648
,500,500,500,2915.259,500,1343.019,,,,,,,,,,,,,,,500,500,500,2915.259,500,1343.019
,2277.243,500,2752.761,1776.831,500,1737.103,,,,,,,,,,,,,,,2277.243,500,2752.761,1776.831,500,1737.103
,2974.771,,500,1968.209,500,941.5561,,,,,,,,,,,,,,,2974.771,,500,1968.209,500,941.5561
,500,5255.093,2478.448,1444.046,4696.614,3361.681,,,,,,,,,,,,,,,500,5255.093,2478.448,1444.046,4696.614,3361.681
,1537.994,2673.371,500,15067.01,4158.879,12639.26,,,,,,,,,,,,,,,1537.994,2673.371,500,15067.01,4158.879,12639.26
,500,,500,1253.227,4411.672,500,,,,,,,,,,,,,,,500,,500,1253.227,4411.672,500
,1229.268,1647.167,500,2774.249,1916.291,1062.579,,,,,,,,,,,,,,,1229.268,1647.167,500,2774.249,1916.291,1062.579
,789.4606,500,500,887.8262,500,500,,,,,,,,,,,,,,,789.4606,500,500,887.8262,500,500
,500,500,1336.758,2312.994,500,1084.232,,,,,,,,,,,,,,,500,500,1336.758,2312.994,500,1084.232
,1978.837,,500,1062.583,500,2615.354,,,,,,,,,,,,,,,1978.837,,500,1062.583,500,2615.354
,3525.524,2467.789,500,2744.447,500,2409.746,,,,,,,,,,,,,,,3525.524,2467.789,500,2744.447,500,2409.746
,2718.967,2968.839,5729.08,11109.01,1938.377,3583.239,,,,,,,,,,,,,,,2718.967,2968.839,5729.08,11109.01,1938.377,3583.239
,3341.983,18939.18,500,2180.396,500,1537.35,,,,,,,,,,,,,,,3341.983,18939.18,500,2180.396,500,1537.35
,4237.024,,5578.393,4007.422,2189.442,2231.747,,,,,,,,,,,,,,,4237.024,,5578.393,4007.422,2189.442,2231.747
,2468.986,500,500,1575.009,500,1546.732,,,,,,,,,,,,,,,2468.986,500,500,1575.009,500,1546.732
,1092.877,2842.307,2886.264,500,500,500,,,,,,,,,,,,,,,1092.877,2842.307,2886.264,500,500,500
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
