"","date","count","positive","concentration","substitution","low_7_a","med_7_a","upr_7_a"
"180","2022/9/29",0,0,NA,NA,3.72797485300786,3.86598662635095,4.01120630119557
"181","2022/9/30",0,0,NA,NA,3.7354121983543,3.87331331089632,4.0165869786834
"182","2022/10/1",0,0,NA,NA,3.74253338060586,3.87931993844669,4.02262834770734
"183","2022/10/2",3,3,4.063201656,4.063201656,3.75114957163122,3.8849648718616,4.03042822366405
"184","2022/10/3",0,0,NA,NA,3.75836069187498,3.88981855761879,4.03524850455787
"185","2022/10/4",3,3,4.227807875,4.227807875,3.76475467820112,3.89500051804511,4.04322093224387
"186","2022/10/5",0,0,NA,NA,3.76966756984687,3.89973945441775,4.04812416007948
"187","2022/10/6",0,0,NA,NA,3.77338243679661,3.90391284712864,4.05020314358916
"188","2022/10/7",3,3,3.975158144,3.975158144,3.77752745439834,3.90779608477422,4.05229101811041
"189","2022/10/8",0,0,NA,NA,3.78404436724663,3.91107037942905,4.05541376428478
"190","2022/10/9",3,2,4.324131249,3.782410834,3.78771101135099,3.91594406681474,4.05763286684447
"191","2022/10/10",0,0,NA,NA,3.79271767961303,3.91951924630338,4.06037462756914
"192","2022/10/11",3,1,3.913459206,3.103799738,3.79643184361844,3.9245226208842,4.06275183927333
"193","2022/10/12",0,0,NA,NA,3.80173964499589,3.92872016922909,4.06823634036733
"194","2022/10/13",3,3,3.924622916,3.924622916,3.80913972377853,3.93288014146575,4.07171773891901
"195","2022/10/14",0,0,NA,NA,3.81276136990552,3.93733675418013,4.07978875429532
"196","2022/10/15",0,0,NA,NA,3.8177791616191,3.94113802939672,4.084377288454
"197","2022/10/16",3,3,3.99343755,3.99343755,3.82372427449709,3.94584563815679,4.08917517632472
"198","2022/10/17",0,0,NA,NA,3.82679858866145,3.95093354905384,4.09613980833221
"199","2022/10/18",3,3,4.081046563,4.081046563,3.83039204062869,3.95638287657667,4.10249347541886
"200","2022/10/19",0,0,NA,NA,3.83529601021655,3.96085696217307,4.10660607691761
"201","2022/10/20",3,2,4.301427204,3.767274804,3.83906504241082,3.96640924064077,4.11226910179005
"202","2022/10/21",0,0,NA,NA,3.84376431703098,3.97136838048037,4.11904706134129
"203","2022/10/22",0,0,NA,NA,3.84822359491955,3.97629104668911,4.12726070972942
"204","2022/10/23",3,2,3.908885406,3.505580272,3.85224888257816,3.9811920973775,4.13088947953559
"205","2022/10/24",0,0,NA,NA,3.85637561598734,3.9856876979891,4.13440573917066
"206","2022/10/25",3,3,4.015001755,4.015001755,3.86183233909147,3.98962101024546,4.14209375006249
"207","2022/10/26",0,0,NA,NA,3.86657840444104,3.99362493496689,4.14548449738598
"208","2022/10/27",3,3,4.122001069,4.122001069,3.86932367672933,3.99696935083256,4.1487371493714
"209","2022/10/28",0,0,NA,NA,3.87338319153679,4.00068657742263,4.15405572974618
"210","2022/10/29",0,0,NA,NA,3.87882246013378,4.00393260725626,4.15572183556657
"211","2022/10/30",3,3,3.925510725,3.925510725,3.88148426587257,4.00723463200513,4.1590374475738
"212","2022/10/31",0,0,NA,NA,3.88274732926828,4.0107599374184,4.16123563084719
"213","2022/11/1",3,3,4.195259758,4.195259758,3.88352414373284,4.01320802179,4.16270003320123
"214","2022/11/2",0,0,NA,NA,3.88398644054596,4.01534092200097,4.16628561371939
"215","2022/11/3",3,3,3.796962892,3.796962892,3.88651650598115,4.01690057109969,4.1661805154154
"216","2022/11/4",0,0,NA,NA,3.88433124229248,4.01843458913345,4.17041053825554
"217","2022/11/5",0,0,NA,NA,3.88573945662817,4.01916956485399,4.17115880528084
"218","2022/11/6",3,3,3.992252837,3.992252837,3.88274418906105,4.02040977296122,4.17421405837658
"219","2022/11/7",0,0,NA,NA,3.88031046042697,4.02151035685535,4.17596590535667
"220","2022/11/8",0,0,NA,NA,3.87751036128848,4.0224445266565,4.17785906967166
"221","2022/11/9",0,0,NA,NA,3.87769391806691,4.02250444122099,4.18002040794418
"222","2022/11/10",3,3,4.045811711,4.045811711,3.87675771876942,4.02301363533464,4.18102275947471
"223","2022/11/11",0,0,NA,NA,3.87805117534177,4.02286568874298,4.18112978765292
"224","2022/11/12",0,0,NA,NA,3.87643963970848,4.0238763144739,4.18441951810436
"225","2022/11/13",3,2,4.259699461,3.739456309,3.87378063287729,4.02501336987052,4.18548755896762
"226","2022/11/14",0,0,NA,NA,3.87251809068558,4.02553452389178,4.18668626054322
