"","date","count","positive","concentration","low","median","upr","low_observed","median_observed","upr_observed"
"1",2022-01-01,0,0,NA,3.12432579031901,3.36344987805494,3.59543078426041,3.00446395883247,3.3646325094032,3.72789627042522
"2",2022-01-02,0,0,NA,3.13623012600339,3.35730036605618,3.57045674060766,2.99453449348698,3.35798158364875,3.71478811920919
"3",2022-01-03,0,0,NA,3.14816330634703,3.35158530775974,3.54308036106899,3.00997866621574,3.35075675087096,3.68055981549868
"4",2022-01-04,0,0,NA,3.15644777925324,3.34503503450408,3.51952528576801,3.00852366226052,3.34695303005034,3.66741058608436
"5",2022-01-05,0,0,NA,3.16842343765954,3.33946558746509,3.49629469936903,3.02140891921814,3.33717797581198,3.66203700939616
"6",2022-01-06,0,0,NA,3.17433781797234,3.33342030380556,3.47781857449806,3.01886310394152,3.33413248890139,3.63787121648336
"7",2022-01-07,0,0,NA,3.18300633809763,3.3276431533075,3.45882774905777,3.00837382264532,3.32888696932165,3.63932880589229
"8",2022-01-08,2,1,3.12546945403132,3.19131103811561,3.32242736282033,3.44076835549572,3.02190919928808,3.32277667259131,3.61863418962338
"9",2022-01-09,5,3,3.26542451488431,3.19541079210744,3.31688488393579,3.42271758285615,3.02075587511912,3.31520752355471,3.61291067967312
"10",2022-01-10,5,3,3.42033408004483,3.19985735547935,3.31062098007241,3.40817786958824,3.0192325255242,3.31094467340478,3.59661245951595
"11",2022-01-11,5,3,3.50130963396152,3.20109335016449,3.30443858427667,3.39416429833106,3.00219384064889,3.30275914501997,3.58509969537703
"12",2022-01-12,4,3,3.33223691405071,3.20206118600909,3.29854049606916,3.38226826862244,3.01296991833124,3.29388253907235,3.57714775243956
"13",2022-01-13,5,2,3.60833917797722,3.19991092843314,3.29205462171863,3.37322330323262,3.00682996017852,3.28941166206518,3.57732218444409
"14",2022-01-14,4,1,4.12907651605967,3.19752435767526,3.2864869043688,3.36409877700234,2.99715158154507,3.28267587746069,3.57359461639264
"15",2022-01-15,5,1,3.94762974699239,3.19496983503829,3.28159931868908,3.35604123429727,3.00863370183451,3.28275813248637,3.57084929414959
"16",2022-01-16,5,2,3.54949282403782,3.19257438225967,3.2767130319481,3.35032519886598,2.99776384549766,3.2766721640191,3.56457708327403
"17",2022-01-17,5,1,4.00653980785502,3.19032640769843,3.27298742362703,3.34510324499598,2.98459165130899,3.27153811205124,3.5528478595256
"18",2022-01-18,5,1,3.84992599799967,3.18788188656202,3.26939560820045,3.34105691676684,2.97412206272354,3.26602222784659,3.55292333523966
"19",2022-01-19,5,2,3.63602858201743,3.18469931891175,3.26639975124924,3.33837718699194,2.97814575827139,3.26557260674684,3.55334184658688
"20",2022-01-20,5,2,3.51693575699373,3.18351613849314,3.2636765375511,3.33469984763548,2.96902447611311,3.25987406065324,3.54232243080571
"21",2022-01-21,5,2,3.54730889998811,3.17955770663957,3.26048427018392,3.33268201500975,2.96960010346595,3.26185908715187,3.55229143725461
"22",2022-01-22,5,4,3.36318849109256,3.17580411356771,3.2576749601231,3.33121996212579,2.9816063801763,3.25942590103893,3.54829896772675
"23",2022-01-23,5,2,3.6449845910235,3.17258042202718,3.2545885901548,3.32692780430264,2.97186046171495,3.25302182969708,3.54641693422996
"24",2022-01-24,5,2,3.23598545810781,3.16795035185129,3.25125920787416,3.32435344368884,2.95507179563893,3.24912566890683,3.52707748598469
"25",2022-01-25,5,2,3.43149090295042,3.16284565837459,3.24713089773,3.32087489033626,2.94914561531798,3.24115808123756,3.52156361912162
"26",2022-01-26,5,4,3.50530833596423,3.15886378158501,3.2429553436738,3.31692578225166,2.96512940564345,3.24393597052873,3.52196276853383
"27",2022-01-27,5,1,3.61408303504877,3.15210854342511,3.23855425051787,3.31215829897616,2.94746409587632,3.23424717111171,3.51755226361934
"28",2022-01-28,5,2,3.30497404791491,3.14629236660824,3.23377247330122,3.30715569899277,2.94926342199498,3.23425779468889,3.51359417529133
"29",2022-01-29,5,1,3.13444011185101,3.1395538192804,3.22880811552447,3.30364146524026,2.94516556457297,3.22836864313885,3.51212543535891
"30",2022-01-30,5,1,2.75744423796761,3.13403480414085,3.22384074794884,3.29976853515889,2.91883221003612,3.21648263080246,3.5083467822009
"31",2022-01-31,4,1,3.04755506518143,3.12887311068628,3.21898048189204,3.29670246790393,2.93137526652233,3.21414540650463,3.50550637030991
"32",2022-02-01,5,1,3.26046866799553,3.12371316753941,3.21482843070132,3.29420796750135,2.91420621339178,3.2143224233243,3.50027854532642
"33",2022-02-02,5,1,2.97527235502151,3.11961703956001,3.21131745218052,3.29109629413594,2.91424029585628,3.21094472666914,3.49779019978475
"34",2022-02-03,5,1,3.02472550401071,3.11569769690964,3.20811167128555,3.28856375458994,2.92761887567111,3.20649808754826,3.5024385486958
"35",2022-02-04,5,1,5.51242095794595,3.11331471942234,3.20471478698687,3.28612272111368,2.90899596270726,3.20161823759732,3.49184674329799
"36",2022-02-05,5,2,3.17112652592277,3.11041866606892,3.20229117671423,3.28372830485988,2.9047571444185,3.19784676888863,3.48303448215678
"37",2022-02-06,5,3,3.2167151949609,3.10708269822465,3.2000382515393,3.28100013185161,2.9116798576776,3.19648280868847,3.48925961074779
"38",2022-02-07,5,0,NA,3.10234076063405,3.19728784494476,3.27867081367086,2.90749486447913,3.1970157276379,3.47688378934306
"39",2022-02-08,5,3,3.54942842995104,3.09852486392816,3.19521489400348,3.27761446136308,2.90362436308388,3.19368076029309,3.48061762385382
"40",2022-02-09,5,2,3.95212607201604,3.09392407680275,3.19264777159593,3.27585191911288,2.90280205654626,3.18954957884792,3.4736274520798
"41",2022-02-10,5,2,3.78039221398851,3.09043782093818,3.1904073161924,3.27439194826234,2.90244290354594,3.18527813567986,3.47985540699775
"42",2022-02-11,5,2,3.62486698603676,3.08618545928179,3.18825673271765,3.27202098200371,2.88981310115257,3.18710368007904,3.47692067876677
"43",2022-02-12,5,2,3.44152198396512,3.08274768330069,3.1857002038966,3.26826384777974,2.89487372484392,3.18506251464216,3.46921687194985
"44",2022-02-13,5,2,3.26488611493171,3.07961122781732,3.18337357369533,3.26558335234996,2.88402428201303,3.1805350921865,3.46474045811372
"45",2022-02-14,5,1,4.03280842111443,3.07636139133695,3.18175872659491,3.26298862440151,2.88843136010462,3.18106091052399,3.46669872679988
"46",2022-02-15,5,1,3.5492453620436,3.0742694123078,3.1800781107745,3.26116792114044,2.89590649244371,3.17949086313262,3.463447270377
"47",2022-02-16,4,2,3.32506335506241,3.07176328683597,3.17793391033263,3.25867051965305,2.89732097484919,3.17634070126418,3.46152929287037
"48",2022-02-17,5,0,NA,3.07119315306743,3.17727529796112,3.25759002387193,2.87243071131123,3.16976710269475,3.46272064504807
"49",2022-02-18,5,1,3.32222413791761,3.07153424469135,3.17696809773509,3.25780691600117,2.86990776488468,3.17397750106625,3.46101039617698
"50",2022-02-19,5,0,NA,3.07231860777554,3.17738781533025,3.25847656525782,2.88583022069587,3.17023702525382,3.46075624109482
