date,concentration_north_1,low_north_1,med_north_1,upr_north_1,concentrationnorth_2,low_north_2,med_north_2,upr_north_2
2022/7/12,500,3.168702319,3.43923563,3.691791685,500,2.995946512,3.324126429,3.570528693
2022/7/13,500,3.154239114,3.427951395,3.683796306,500,2.994987835,3.323557716,3.571075387
2022/7/14,NA,3.1403131,3.417734806,3.675395433,NA,2.989996203,3.322631549,3.571840703
2022/7/15,NA,3.127251717,3.408109863,3.667147958,NA,2.989765521,3.322535863,3.573079387
2022/7/16,NA,3.112935518,3.39856149,3.659273552,NA,2.986565718,3.323237657,3.576296651
2022/7/17,NA,3.099894977,3.389991579,3.650105394,NA,2.986787428,3.324060553,3.576071946
2022/7/18,500,3.090055071,3.381745967,3.643013662,500,2.98685886,3.325289113,3.576281936
2022/7/19,500,3.07856082,3.373490419,3.635275732,500,2.988400962,3.326713245,3.577327907
2022/7/20,500,3.069654024,3.36691391,3.628809428,500,2.988335368,3.328217274,3.579219298
2022/7/21,NA,3.059158978,3.360136717,3.622924818,NA,2.994732464,3.329418221,3.581821979
2022/7/22,NA,3.050895662,3.352441793,3.617429347,NA,2.999469878,3.330550541,3.583638417
2022/7/23,NA,3.04237506,3.34640033,3.609048751,NA,3.003544546,3.332257519,3.589124906
2022/7/24,NA,3.031622069,3.340409246,3.602842597,NA,3.009358629,3.335607896,3.591802218
2022/7/25,500,3.025084887,3.33459612,3.597556135,500,3.014133013,3.338135987,3.59375583
2022/7/26,NA,3.019884074,3.328833834,3.591235019,500,3.017960407,3.341150697,3.597334144
2022/7/27,500,3.013457582,3.323357218,3.586119903,500,3.021747865,3.345352897,3.604371231
2022/7/28,NA,3.006790675,3.319940704,3.579352269,NA,3.026383831,3.348933933,3.609959538
2022/7/29,NA,3.002519558,3.314828065,3.577225978,NA,3.03573892,3.353727434,3.614067229
2022/7/30,NA,2.998260528,3.310340667,3.572388319,NA,3.038904629,3.358503523,3.620068741
2022/7/31,NA,2.989154347,3.307206224,3.56972009,NA,3.046396563,3.362872775,3.623620389
2022/8/1,500,2.987062086,3.304532992,3.566199582,500,3.058478844,3.368378339,3.631220421
2022/8/2,500,2.983004762,3.302719093,3.564138607,500,3.064815691,3.373202307,3.635577549
2022/8/3,500,2.977915728,3.298876572,3.561549972,NA,3.073083049,3.378743797,3.641161634
2022/8/4,NA,2.977170627,3.296736262,3.558872371,NA,3.081192641,3.385135958,3.645845175
2022/8/5,NA,2.975083369,3.295808224,3.559376113,NA,3.092892463,3.392288618,3.654368207
2022/8/6,NA,2.971117418,3.29382129,3.561087801,NA,3.104277007,3.398519138,3.659305587
2022/8/7,NA,2.968548387,3.29237399,3.55999094,NA,3.114959331,3.404134125,3.664687903
2022/8/8,500,2.969118029,3.291717644,3.559788271,500,3.126120515,3.410805328,3.668066307
2022/8/9,500,2.969174024,3.28972415,3.56135263,500,3.132327948,3.417998723,3.673842993
2022/8/10,500,2.968163623,3.289722764,3.560309044,500,3.137930096,3.424889818,3.678256437
2022/8/11,NA,2.970595047,3.287990261,3.560884826,NA,3.150306468,3.431868237,3.681479121
2022/8/12,NA,2.969840293,3.286333388,3.564313409,NA,3.15776967,3.439910567,3.686577132
2022/8/13,NA,2.972706634,3.286818232,3.566504236,NA,3.167221044,3.447424712,3.690375808
2022/8/14,NA,2.972707522,3.286940645,3.570512791,NA,3.179841095,3.455432047,3.694155822
2022/8/15,500,2.976581278,3.286172228,3.57285056,500,3.190558079,3.462160715,3.696105765
2022/8/16,500,2.977097217,3.287112476,3.578335314,500,3.20027973,3.469638659,3.700471504
2022/8/17,500,2.982522455,3.288892874,3.578637308,500,3.209670099,3.476455906,3.707662438
2022/8/18,NA,2.983738206,3.289831189,3.578605403,NA,3.218247176,3.482400207,3.711330551
2022/8/19,NA,2.985527034,3.29241579,3.581055014,NA,3.228126017,3.487709186,3.714260739
2022/8/20,NA,2.989562316,3.294934693,3.578948938,NA,3.238105786,3.493895524,3.718716749
2022/8/21,NA,2.99469148,3.297786206,3.582325239,NA,3.243192391,3.499205315,3.721638755
2022/8/22,500,2.999812927,3.299776042,3.580526034,500,3.252263228,3.504638291,3.726143036
2022/8/23,500,3.005789272,3.301609739,3.584038036,10353.86608,3.25875591,3.508418225,3.725517287
2022/8/24,500,3.011690942,3.304249897,3.584897343,500,3.265375996,3.51265901,3.729545409
2022/8/25,NA,3.01424543,3.30751293,3.586154489,NA,3.271563524,3.517615764,3.730997476
2022/8/26,NA,3.020845766,3.30989732,3.591047576,NA,3.278591432,3.520790422,3.729957114
2022/8/27,NA,3.022920888,3.313617253,3.594375287,NA,3.283097146,3.523077213,3.731293733
2022/8/28,NA,3.028694347,3.317366994,3.600485437,NA,3.287673103,3.526239636,3.732300869
2022/8/29,500,3.03410498,3.320775348,3.601770192,500,3.296152968,3.529283813,3.736173605
2022/8/30,500,3.036821129,3.324825189,3.605094355,500,3.29869183,3.532474048,3.737830138
2022/8/31,500,3.042439722,3.328891487,3.604808653,500,3.304624884,3.534322804,3.739125452
2022/9/1,NA,3.048970221,3.333584661,3.608474543,NA,3.307114613,3.536719811,3.742692505
2022/9/2,NA,3.046335352,3.336936687,3.612504106,NA,3.310862456,3.54004928,3.743555977
2022/9/3,NA,3.055039674,3.34120496,3.616610086,NA,3.315850853,3.543184874,3.744362953
2022/9/4,NA,3.055354798,3.346882173,3.618568076,NA,3.320103607,3.545951925,3.746107944
2022/9/5,NA,3.063001482,3.351010768,3.621522019,NA,3.326773368,3.549507723,3.746913118
2022/9/6,500,3.06794059,3.35652228,3.627316438,500,3.333328796,3.552303951,3.74833898
2022/9/7,500,3.07415297,3.362679909,3.631029743,500,3.34107471,3.555268093,3.751915909
2022/9/8,NA,3.081477371,3.368783868,3.635801562,NA,3.347024822,3.558802427,3.753684962
2022/9/9,NA,3.088389867,3.375091693,3.640060849,NA,3.352559575,3.56250926,3.757472546
2022/9/10,NA,3.094434706,3.381816322,3.645053059,NA,3.360495807,3.566263206,3.760907625
2022/9/11,NA,3.101542142,3.389869064,3.65095529,NA,3.367579516,3.570697333,3.764764016
2022/9/12,500,3.113459485,3.396717088,3.659882353,500,3.373935664,3.575109646,3.768794991
2022/9/13,500,3.121762707,3.405047314,3.666841224,500,3.381728365,3.579807565,3.772513444
2022/9/14,500,3.132016429,3.412602783,3.673905618,500,3.391319652,3.586239861,3.779191513
2022/9/15,NA,3.142704007,3.421524748,3.680759653,NA,3.398332665,3.592126064,3.781934065
2022/9/16,NA,3.15263768,3.431195543,3.686998051,NA,3.405206403,3.59862484,3.785592492
2022/9/17,NA,3.166403722,3.440408381,3.692779273,NA,3.411866178,3.604782147,3.792771052
2022/9/18,NA,3.180922845,3.448643778,3.700271252,NA,3.421506314,3.611700114,3.799812493
2022/9/19,500,3.194956036,3.457919503,3.704086767,500,3.430459699,3.618966296,3.807960135
2022/9/20,500,3.208156847,3.46870904,3.712842053,500,3.438902092,3.626027358,3.813961779
2022/9/21,500,3.218853118,3.479398679,3.720591626,8612.053735,3.448484325,3.633563487,3.816351711
2022/9/22,NA,3.235624787,3.489303314,3.728431241,NA,3.45683377,3.64068993,3.822862503
2022/9/23,NA,3.251618882,3.500190155,3.739170219,NA,3.463401223,3.648268468,3.830126548
2022/9/24,NA,3.267106576,3.511442279,3.748209434,NA,3.473978741,3.655311732,3.838485712
2022/9/25,NA,3.282490088,3.523219807,3.755678844,NA,3.484180753,3.66269519,3.846408989
2022/9/26,500,3.301020273,3.535113946,3.766370698,500,3.494633378,3.669943183,3.854067141
2022/9/27,500,3.315057452,3.547191588,3.777516625,500,3.504690315,3.676697724,3.860367863
2022/9/28,500,3.330199643,3.559052759,3.786479271,500,3.514881124,3.684023857,3.866959926
2022/9/29,NA,3.342368459,3.572432822,3.794652432,NA,3.523436694,3.691938365,3.870581586
2022/9/30,NA,3.354985037,3.584811296,3.803698703,NA,3.531417408,3.699289383,3.878352934
2022/10/1,NA,3.370327659,3.59828927,3.814449181,NA,3.540708603,3.706899853,3.882647737
2022/10/2,NA,3.386771101,3.611173905,3.825710384,NA,3.548344285,3.714310333,3.88824113
2022/10/3,500,3.401717545,3.624381847,3.833949784,500,3.557329262,3.721704922,3.893781823
2022/10/4,500,3.417864394,3.637328866,3.843277962,5058.642418,3.56579168,3.729078458,3.897024087
2022/10/5,9680.60413,3.433285093,3.650136267,3.855451929,21496.19498,3.574410556,3.735471632,3.902375154
2022/10/6,NA,3.449119312,3.661623143,3.868307821,NA,3.581920339,3.742512341,3.908716396
